document,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,10.5,26.0,0.5,2430.0,223.0,1465.0,1183.0,28.5,21.5,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java,6.5,12.0,0.0,1179.0,79.0,774.0,607.0,10.5,11.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java,9.5,15.0,0.0,1532.0,97.0,921.0,506.0,26.0,16.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,6.0,11.5,0.0,1338.0,87.0,791.0,630.0,15.5,13.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java,5.0,7.0,0.0,787.0,56.0,527.0,344.0,7.0,6.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/renderer/xy/YIntervalRenderer.java,6.0,6.5,0.0,711.0,57.0,507.0,307.0,7.5,8.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/StandardChartTheme.java,11.5,42.0,0.0,4403.0,250.0,3063.0,1788.0,37.5,35.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/AbstractOverlay.java,3.0,0.5,0.0,154.0,13.0,99.0,112.0,2.0,0.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/ChartFrame.java,8.0,1.0,0.0,97.0,10.0,66.0,91.0,1.0,0.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/ChartMouseEvent.java,3.5,1.5,0.0,99.0,12.0,75.0,109.0,1.0,1.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/ChartPanel.java,22.0,61.0,0.0,7162.0,563.0,4568.0,3078.0,60.5,53.0,11.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/CrosshairOverlay.java,6.5,22.0,0.0,2277.0,107.0,1567.0,629.0,22.5,20.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java,5.5,6.5,0.0,664.0,53.0,428.0,267.0,7.0,5.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/ChartEditorManager.java,3.5,0.0,0.0,66.0,8.0,43.0,89.0,3.5,1.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultAxisEditor.java,6.5,10.5,0.0,1001.0,48.0,711.0,513.0,11.5,8.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultChartEditor.java,4.5,6.0,0.0,719.0,28.0,511.0,267.0,6.5,5.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultLogAxisEditor.java,3.0,2.0,0.0,335.0,19.0,232.0,167.0,3.5,2.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultNumberAxisEditor.java,4.0,2.0,0.0,399.0,20.0,271.0,172.0,5.0,3.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java,5.0,13.5,0.0,1695.0,79.0,1102.0,629.0,12.5,11.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultPolarPlotEditor.java,4.5,4.0,0.0,494.0,28.0,349.0,211.0,3.5,4.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultTitleEditor.java,6.0,5.0,0.0,698.0,37.0,504.0,292.0,7.0,5.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/DefaultValueAxisEditor.java,6.0,8.5,0.0,976.0,51.0,677.0,420.0,11.0,7.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/FontChooserPanel.java,4.0,5.0,0.0,533.0,29.0,371.0,208.0,6.5,3.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/FontDisplayField.java,3.0,0.5,0.0,105.0,10.0,65.0,97.0,2.0,0.5,21.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/LCBLayout.java,3.5,5.0,0.0,848.0,66.0,526.0,264.0,6.0,6.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/PaintSample.java,2.5,0.5,0.0,197.0,19.0,147.0,114.0,2.0,1.5,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/StrokeChooserPanel.java,3.5,0.5,0.0,144.0,10.0,99.0,93.0,1.5,1.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/editor/StrokeSample.java,5.0,2.5,0.0,349.0,29.0,246.0,163.0,4.0,3.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/swing/MouseWheelHandler.java,4.5,2.0,0.0,298.0,24.0,202.0,152.0,5.0,2.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/format/HexNumberFormat.java,5.0,1.0,0.0,192.0,27.0,105.0,156.0,2.0,2.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/format/HMSNumberFormat.java,4.0,1.5,0.0,160.0,19.0,96.0,115.0,2.0,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/format/LogFormat.java,4.5,4.0,0.0,416.0,40.0,264.0,243.0,4.0,4.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java,6.0,9.0,0.0,977.0,73.0,576.0,550.0,8.5,7.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/G2TextMeasurer.java,4.0,1.0,0.0,85.0,11.0,61.0,71.0,0.0,1.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/TextBlock.java,5.0,5.5,0.0,725.0,66.0,435.0,307.0,7.5,7.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/TextBox.java,6.5,9.5,0.0,980.0,65.0,641.0,423.0,10.0,9.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/TextFragment.java,4.5,6.0,0.5,597.0,54.0,391.0,295.0,7.5,5.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/text/TextLine.java,3.0,3.5,0.0,527.0,52.0,320.0,243.0,5.5,5.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/title/CompositeTitle.java,4.5,5.0,0.0,427.0,34.0,293.0,244.0,5.5,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/title/ImageTitle.java,4.5,7.0,0.0,813.0,61.0,473.0,364.0,7.5,7.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/title/TextTitle.java,7.0,19.0,0.0,2132.0,127.0,1453.0,857.0,24.0,20.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/title/Title.java,4.5,7.0,0.0,738.0,61.0,484.0,438.0,8.5,7.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java,4.0,3.5,0.0,364.0,31.0,186.0,194.0,3.0,3.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java,5.0,4.0,0.0,369.0,29.0,216.0,206.0,3.5,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java,4.0,3.0,0.0,360.0,32.0,190.0,211.0,4.0,3.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/StandardCategoryURLGenerator.java,4.0,3.0,0.0,369.0,27.0,221.0,199.0,3.5,3.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/StandardPieURLGenerator.java,3.0,2.0,0.5,306.0,24.0,176.0,166.0,3.0,3.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/StandardXYURLGenerator.java,3.5,2.5,0.0,253.0,24.0,152.0,158.0,4.5,2.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,4.0,3.0,0.0,382.0,30.0,230.0,204.0,3.0,3.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java,4.0,5.5,0.0,796.0,59.0,446.0,326.0,7.0,5.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/chart/util/StandardGradientPaintTransformer.java,4.0,2.5,0.0,341.0,17.0,214.0,172.0,3.5,3.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/category/CategoryToPieDataset.java,6.0,6.5,0.0,619.0,40.0,376.0,324.0,7.5,5.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/category/DefaultCategoryDataset.java,5.0,5.0,0.0,638.0,68.0,362.0,444.0,5.5,5.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,10.0,14.0,0.5,1538.0,115.0,752.0,807.0,14.0,10.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/category/SlidingCategoryDataset.java,5.0,4.0,0.0,629.0,49.0,362.0,371.0,6.0,6.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/ComparableObjectItem.java,3.0,1.5,0.0,214.0,19.0,127.0,169.0,2.0,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/ComparableObjectSeries.java,7.0,7.0,0.5,880.0,67.0,477.0,460.0,9.0,7.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValue.java,4.0,2.0,0.0,238.0,18.0,143.0,164.0,2.5,2.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues.java,6.5,8.5,0.0,960.0,77.0,562.0,452.0,8.0,7.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues2D.java,5.5,7.5,0.0,1123.0,85.0,630.0,559.0,7.5,8.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/flow/DefaultFlowDataset.java,8.0,11.0,0.0,981.0,62.0,579.0,376.0,10.5,9.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/flow/FlowKey.java,4.5,2.0,0.0,271.0,19.0,157.0,173.0,4.5,2.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/flow/NodeKey.java,3.0,2.0,0.0,217.0,16.0,120.0,154.0,4.5,1.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/function/LineFunction2D.java,3.0,1.0,0.0,156.0,15.0,92.0,133.0,1.0,1.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/function/NormalDistributionFunction2D.java,3.5,1.0,0.0,210.0,18.0,120.0,144.0,1.5,1.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/function/PolynomialFunction2D.java,3.0,0.5,0.0,168.0,14.0,98.0,128.0,1.5,0.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/function/PowerFunction2D.java,3.0,0.5,0.0,158.0,15.0,95.0,133.0,1.0,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java,103.0,11.0,0.0,1191.0,109.0,650.0,663.0,103.0,0.0,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/gantt/Task.java,4.0,5.0,0.0,425.0,38.0,274.0,256.0,5.0,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/gantt/TaskSeries.java,3.5,3.0,0.0,286.0,24.0,169.0,198.0,2.5,2.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java,6.5,12.0,0.0,1500.0,164.0,890.0,693.0,15.5,14.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/gantt/XYTaskDataset.java,8.0,7.0,0.0,822.0,91.0,459.0,485.0,8.0,7.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/AbstractDataset.java,4.5,2.5,0.0,280.0,27.0,171.0,240.0,3.0,2.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/DatasetChangeEvent.java,2.0,0.0,0.0,39.0,6.0,28.0,86.0,0.5,0.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java,4.0,2.5,0.0,556.0,48.0,299.0,335.0,4.5,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,4.5,2.5,0.0,303.0,24.0,166.0,198.0,3.0,2.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/DefaultPieDataset.java,4.0,5.5,0.0,551.0,50.0,326.0,353.0,4.5,4.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/DefaultValueDataset.java,4.5,2.0,0.0,154.0,15.0,92.0,142.0,1.5,2.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/Series.java,3.5,2.0,0.0,315.0,28.0,171.0,245.0,3.0,3.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/general/WaferMapDataset.java,4.0,3.5,0.0,459.0,56.0,257.0,307.0,4.0,3.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/io/CSV.java,7.0,4.0,0.0,429.0,36.0,259.0,201.0,3.0,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedObject.java,4.5,1.0,0.0,221.0,19.0,137.0,156.0,2.5,1.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedObjects.java,3.5,4.0,0.0,628.0,57.0,341.0,342.0,5.0,5.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedObjects2D.java,4.0,9.0,0.0,1104.0,86.0,604.0,502.0,9.0,7.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedValueComparator.java,4.0,2.0,0.0,297.0,16.0,167.0,165.0,2.5,2.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedValues2DItemKey.java,4.5,3.0,0.0,313.0,20.0,194.0,156.0,5.5,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyedValuesItemKey.java,3.5,2.0,0.0,190.0,14.0,113.0,117.0,4.5,2.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/KeyToGroupMap.java,5.0,7.0,0.0,679.0,48.0,396.0,312.0,5.5,5.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/Range.java,5.5,5.0,0.0,843.0,68.0,441.0,454.0,6.5,6.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/BoxAndWhiskerItem.java,4.0,4.0,0.0,591.0,46.0,385.0,296.0,4.0,4.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,15.0,17.5,0.0,1732.0,168.0,1026.0,938.0,19.0,17.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java,6.0,7.5,0.0,970.0,96.0,555.0,567.0,9.0,9.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java,8.0,9.5,0.0,850.0,65.0,506.0,413.0,11.5,6.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,7.5,14.5,0.0,1533.0,105.0,959.0,728.0,14.0,13.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/HistogramBin.java,3.5,1.0,0.0,252.0,22.0,138.0,173.0,1.0,1.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/HistogramDataset.java,6.0,8.0,0.0,1034.0,91.0,575.0,499.0,10.0,7.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/MeanAndStandardDeviation.java,3.5,2.0,0.0,248.0,22.0,143.0,180.0,2.0,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/SimpleHistogramBin.java,4.5,4.0,0.0,506.0,33.0,273.0,281.0,3.5,3.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/statistics/SimpleHistogramDataset.java,6.0,6.5,0.0,794.0,80.0,448.0,492.0,8.5,8.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/DateRange.java,3.0,1.0,0.0,186.0,19.0,116.0,164.0,1.0,1.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Day.java,5.0,6.0,0.0,741.0,69.0,456.0,476.0,6.5,6.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java,8.0,13.0,0.5,1791.0,164.0,1008.0,948.0,18.5,14.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/FixedMillisecond.java,4.0,1.0,0.0,338.0,36.0,176.0,292.0,2.5,2.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Hour.java,5.5,8.5,0.0,859.0,70.0,497.0,485.0,9.5,8.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Millisecond.java,4.5,6.0,0.0,884.0,68.0,528.0,453.0,7.5,5.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Minute.java,5.5,9.5,0.0,951.0,76.0,565.0,492.0,9.5,9.0,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Month.java,6.0,8.5,0.0,975.0,68.0,543.0,538.0,7.5,8.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/ohlc/OHLC.java,6.5,2.0,0.0,221.0,19.0,132.0,159.0,2.5,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/ohlc/OHLCSeriesCollection.java,27.5,9.5,0.0,847.0,87.0,516.0,495.0,10.5,8.5,8.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Quarter.java,5.0,7.0,0.0,868.0,65.0,504.0,491.0,9.0,6.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Second.java,4.5,6.5,0.0,905.0,74.0,533.0,454.0,9.0,6.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/SimpleTimePeriod.java,3.5,1.5,0.0,312.0,27.0,149.0,208.0,2.0,1.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValue.java,3.0,1.0,0.0,268.0,23.0,146.0,187.0,2.0,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValues.java,6.0,9.0,0.0,965.0,78.0,524.0,471.0,7.0,7.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValuesCollection.java,6.0,7.0,0.0,958.0,82.0,575.0,448.0,7.0,7.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimeSeries.java,11.0,22.0,0.5,2738.0,212.0,1548.0,1246.0,25.5,18.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesCollection.java,6.0,10.0,0.0,1472.0,135.0,877.0,716.0,10.0,10.5,5.5
